name,screener,ltp,change_pct,open,volume,market_cap_cr,pe_ratio,industry_pe,high_52w,low_52w,return_1m,return_3m,return_1y,return_3y,return_5y,pb_ratio,dividend,roe,roce,eps,dma_50,dma_200,rsi,margin_funding,margin_pledge
Atul Auto,https://scanx.trade/company/atul-auto-ltd,431.65,-0.92%,435,"56,134","1,197.88",51.74,10.04,583.95,381.15,-6.99%,-9.67%,-17.84%,22.35%,136.20%,2.67,-,-,6.95%,-,433.94,462.69,54.39,50.00%,-
Birlanu,https://scanx.trade/company/hyderabad-industries-ltd,"1,583.70",-0.69%,"1,600.00","3,307","1,194.25",-11.52,-215.11,"2,428.30","1,500.10",-9.04%,-16.07%,-20.61%,-34.48%,-43.92%,1.02,1.89%,2.78%,1.38%,-,"1,633.58","1,960.24",40.98,50.00%,-
Paramount Communications,https://scanx.trade/company/paramount-communications-ltd,39.12,-0.91%,39.35,"7,58,758","1,193.98",16.47,20.24,71.6,31.05,-0.71%,-8.79%,-40.94%,3.90%,347.09%,1.6,-,16.19%,16.70%,3.17,36.46,46.83,61.15,50.00%,-
Raj Rayon Industries,https://scanx.trade/company/raj-rayon-industries-ltd,21.43,2.00%,21.43,"4,045","1,191.68",32.47,118.54,31.59,19.31,-2.64%,-12.32%,6.99%,-62.70%,1487.41%,8.46,-,-11.88%,7.73%,0.07,21.71,25.08,54.62,-,-
Quadrant Future Tek,https://scanx.trade/company/quadrant-future-tek-ltd,295.7,-0.87%,297.3,"1,86,529","1,182.80",-,20.24,744,248.55,-12.24%,-11.98%,-54.14%,-33.40%,-33.40%,-,-,-,-5.71%,-,304.11,396.3,44.99,50.00%,70.00%
Mahamaya Steel Industries,https://scanx.trade/company/mahamaya-steel-industries-ltd,716,-2.00%,716,"36,819","1,176.70",118.5,19.48,"1,032.00",185,-29.22%,17.94%,282.99%,1090.36%,532.51%,7.86,-,-,8.44%,-,828.87,510.46,29.99,-,-
Madras Fertilizers,https://scanx.trade/company/madras-fertilizers-ltd,72.88,-2.28%,74.22,"56,381","1,174.11",15.16,78.98,107.06,66.5,-9.63%,-10.65%,-19.66%,23.00%,159.82%,50.76,-,-64.56%,161.83%,3.06,76.42,85.46,40.97,50.00%,-
Capital Small Finance Bank,https://scanx.trade/company/capital-small-finance-bank-ltd,257.7,-0.15%,255.2,"21,266","1,170.44",8.68,9.74,330.65,250,-4.86%,-5.67%,-14.71%,-40.76%,-40.76%,0.85,1.54%,9.31%,6.66%,24.74,264.19,283.3,44.08,60.00%,-
IKIO Technologies,https://scanx.trade/company/ikio-lighting-ltd,151.4,-2.42%,155.57,"72,929","1,170.03",51.36,-0.1,304,142.53,-18.38%,-27.28%,-32.37%,-66.01%,-66.01%,2.08,-,10.96%,8.59%,7.65,171.7,202.43,38.54,50.00%,-
Rajoo Engineers,https://scanx.trade/company/rajoo-engineers-ltd,65.48,-1.81%,67.2,"6,27,441","1,169.97",19.15,24.35,145.88,58.68,1.65%,-23.94%,-50.70%,-50.70%,-50.70%,3.65,0.21%,-,28.52%,-,66.74,-,49.57,36.00%,-
Apollo Pipes,https://scanx.trade/company/apollo-pipes-ltd,265.45,-1.45%,266.55,"35,554","1,169.26",81.04,24.12,494.95,252.1,-8.39%,-11.90%,-37.62%,-47.20%,12.77%,1.44,0.26%,22.15%,5.99%,10.31,287.97,363.01,41.99,50.00%,-
Bharat Wire Ropes,https://scanx.trade/company/bharat-wire-ropes-ltd,170.15,0.78%,169,"1,11,514","1,166.97",12.03,19.48,248.7,122.23,-8.83%,-18.22%,-1.58%,64.56%,380.65%,4.16,-,11.11%,18.57%,14.07,175.69,185.67,47.6,50.00%,-
Bajaj HealthCare,https://scanx.trade/company/bajaj-healthcare-ltd,368.65,3.90%,357.9,"1,89,277","1,164.32",22.53,16.76,745,329.4,-11.93%,-20.73%,-44.24%,-6.22%,1.57%,2.31,0.28%,11.70%,13.18%,10.38,396.96,466.77,47.83,50.00%,-
Le Merite Exports,https://scanx.trade/company/le-merite-exports-ltd,463.25,-1.26%,473.85,"11,146","1,159.68",171.22,34.45,537.85,280,-3.08%,-0.76%,47.58%,660.67%,488.25%,9.53,-,-,14.06%,-,480.03,395.74,48.62,-,-
Ice Make Refrigeration,https://scanx.trade/company/ice-make-refrigeration-ltd,733.55,0.05%,728.45,"6,770","1,157.52",77.02,24.35,"1,088.75",575.15,-9.16%,3.14%,1.78%,190.63%,870.95%,9.55,0.31%,25.64%,19.75%,15.54,750.09,773.74,46.58,50.00%,-
Paushak,https://scanx.trade/company/paushak-ltd,469.4,-1.57%,472,"14,355","1,157.40",32.27,200.88,633.05,472.9,-20.45%,-20.19%,-20.19%,-20.19%,-20.19%,2.45,0.52%,-,11.17%,-,-,-,44.91,-,-
Advent Hotels International,https://scanx.trade/company/advent-hotels-international-ltd,214.04,-3.56%,227,"2,16,518","1,154.59",44.04,225.72,345.05,167.77,-9.12%,-34.87%,-34.87%,-34.87%,-34.87%,1.27,-,-,2.59%,-,216.22,-,51.35,-,-
Centrum Capital,https://scanx.trade/company/centrum-capital-ltd,25.1,-1.61%,25.9,"1,04,133","1,153.54",-7.79,3.47,41.9,22.4,-13.72%,-23.78%,-8.06%,12.30%,5.46%,2.58,-,-,7.82%,-,27.68,32.26,42.44,-,-
Unicommerce eSolutions,https://scanx.trade/company/unicommerce-esolutions-ltd,102.95,-0.80%,104.81,"1,43,984","1,146.47",60.32,52.74,160.2,96.03,-14.95%,-19.44%,-34.16%,-50.99%,-50.99%,6.58,-,18.98%,28.26%,1.27,115.23,128.12,31.78,60.00%,-
Laxmi Dental,https://scanx.trade/company/laxmi-dental-ltd,207.57,-3.43%,216.66,"1,23,875","1,140.85",45.55,-67.01,532.35,180.3,-23.36%,-34.44%,-58.04%,-62.30%,-62.30%,5.15,-,-,16.33%,-,247.06,341.44,39.77,65.00%,-
Matrimony.com,https://scanx.trade/company/matrimony-com-ltd,527.5,0.01%,528.3,"9,554","1,137.47",33.25,38.29,628,475,-4.15%,0.90%,-14.01%,-8.82%,-38.87%,4.62,1.89%,17.00%,22.53%,22.16,530.79,518.66,42.97,50.00%,-
Asian Energy Services,https://scanx.trade/company/asian-energy-services-ltd,253.7,-2.40%,259.95,"62,780","1,135.93",36.03,-110.71,391.65,215,-11.94%,-26.16%,-19.49%,267.15%,77.35%,2.64,0.38%,-22.28%,14.51%,7.82,273.01,310.5,45.57,50.00%,-
Jagsonpal Pharmaceuticals,https://scanx.trade/company/jagsonpal-pharmaceuticals-ltd,170.07,-2.47%,173,"34,463","1,135.75",28.36,16.76,301.65,155,-12.39%,-21.49%,-34.31%,28.53%,460.55%,4.58,1.43%,16.82%,28.06%,8.61,189.57,221.32,41.21,50.00%,-
Systematix Corporate Services,https://scanx.trade/company/systematix-corporate-services-ltd,83.12,-4.98%,91.48,"2,59,897","1,134.90",41.12,3.47,177.9,78,-41.39%,-50.10%,-40.53%,-40.53%,-40.53%,3.68,0.12%,-,19.76%,-,128.88,-,23.91,-,-
Apex Frozen Foods,https://scanx.trade/company/apex-frozen-foods-ltd,361.25,-3.97%,372.95,"23,16,528","1,128.91",51.74,19.16,402.5,186.55,22.06%,52.97%,51.44%,60.52%,28.01%,2.31,0.53%,7.32%,2.83%,4.72,286.46,248.47,68.14,50.00%,-
Butterfly Gandhimathi Appliances,https://scanx.trade/company/butterfly-gandhimathi-appliances-ltd,626,1.65%,619,"20,905","1,119.26",26.75,54.76,829.9,550.7,-2.67%,-16.59%,-2.99%,-55.96%,0.51%,3.13,-,2.53%,14.47%,-,642.87,700.3,53.39,50.00%,-
Shree Digvijay Cement Company,https://scanx.trade/company/shree-digvijay-cement-company-ltd,75.58,-1.29%,76.19,"1,01,001","1,117.60",30.39,30.45,107.7,63.55,-16.96%,-17.08%,3.35%,10.90%,25.65%,3.12,1.94%,23.01%,7.90%,5.55,86.45,85.55,34.61,50.00%,65.00%
Signpost India,https://scanx.trade/company/signpost-india-ltd,208.22,-0.53%,208,"20,549","1,112.94",29.5,38.29,356,180.37,-6.92%,-11.12%,-39.86%,-36.24%,-36.24%,4.43,0.24%,-,17.85%,-,212.56,230.29,49.47,36.00%,-
Reliance Industrial Infrastructure,https://scanx.trade/company/reliance-industrial-infrastructure-ltd,731.75,-1.72%,742.05,"41,956","1,104.94",90.82,38.29,"1,047.90",681.4,-10.47%,-17.79%,-23.64%,-11.88%,86.60%,2.39,0.47%,2.83%,2.85%,8.87,787.51,876.94,44.34,50.00%,70.00%
IG Petrochemicals,https://scanx.trade/company/ig-petrochemicals-ltd,357,-0.98%,362.5,"5,008","1,099.38",34.13,200.88,519.8,344,-9.76%,-13.10%,-15.63%,-18.28%,-18.31%,0.85,2.78%,3.17%,11.14%,12.63,381.91,428.59,41.35,50.00%,-
Suraj Estate Developers,https://scanx.trade/company/suraj-estate-developers-ltd,230.03,-3.33%,237.95,"56,779","1,098.93",11.6,8.7,471.8,209.3,-12.02%,-20.49%,-46.75%,-31.23%,-31.23%,1.18,-,-,16.03%,-,248.72,292.48,46.03,50.00%,-
Tarsons Products,https://scanx.trade/company/tarsons-products-ltd,206.34,0.24%,206.9,"86,084","1,097.86",53.18,38.29,458,188.42,-12.29%,-28.13%,-43.98%,-70.52%,-74.79%,1.75,-,20.55%,7.10%,8.01,220.04,310.56,46.03,50.00%,-
Roto Pumps,https://scanx.trade/company/roto-pumps-ltd,58.21,-2.72%,59.84,"3,86,715","1,096.94",39.18,50.79,109.5,54.12,-16.17%,-15.12%,-35.42%,19.19%,54.98%,4.94,0.44%,20.34%,20.51%,11.83,63.14,77.94,43.25,50.00%,-
Salzer Electronics,https://scanx.trade/company/salzer-electronics-ltd,620.15,-1.40%,638.4,"39,237","1,096.59",19.59,-0.1,"1,229.95",528,-10.50%,-19.38%,-44.14%,114.14%,382.98%,1.95,0.40%,9.59%,19.12%,28.44,652.78,815.7,52.68,50.00%,100.00%
Yuken,https://scanx.trade/company/yuken-india-ltd,806.55,0.39%,808.7,"2,355","1,095.62",50.94,24.35,"1,204.40",712.7,-8.87%,-14.63%,-8.92%,48.19%,31.81%,2.98,0.18%,6.72%,12.70%,17.5,835.26,954.93,49.87,50.00%,-
Balaji Telefilms,https://scanx.trade/company/balaji-telefilms-ltd,91.3,2.99%,88,"7,41,238","1,095.46",15.25,17.94,141.32,49.02,-14.91%,-24.92%,32.07%,123.50%,43.67%,1.67,-,-,-1.04%,-,102.75,100.37,45.43,-,-
Shree Pushkar Chemicals,https://scanx.trade/company/shree-pushkar-chemicals-ltd,338.35,-3.11%,349.55,"25,935","1,094.15",15.79,-66.07,476,220.5,-10.62%,-14.07%,21.99%,116.20%,143.86%,1.96,0.57%,-,12.34%,-,364.4,354.71,46.6,50.00%,-
Master Trust,https://scanx.trade/company/master-trust-ltd,88.87,-2.65%,91.4,"77,962","1,093.24",9.48,3.47,174.4,86.11,-24.85%,-32.13%,-30.55%,-49.29%,-49.29%,1.49,-,-,29.08%,-,111.88,137.34,29.47,50.00%,-
Updater Services,https://scanx.trade/company/uds.ltd,162.46,0.06%,162.56,"3,49,371","1,087.72",9.54,38.29,371,146.45,-15.06%,-29.70%,-54.61%,-42.78%,-42.78%,1.08,-,7.83%,14.15%,12.24,173.5,244.54,47.14,50.00%,-
Indo Rama Synthetics,https://scanx.trade/company/indo-rama-synthetics-india-ltd,41.46,-3.18%,42,"57,635","1,082.58",8.18,4.44,75,32,-13.82%,-41.27%,4.56%,-19.81%,25.26%,2.52,-,-,20.28%,-,45.96,50.23,42.68,-,-
Agarwal Industrial Corporation,https://scanx.trade/company/agarwal-inds-corp-ltd,722.9,1.60%,704.45,"12,870","1,081.30",12.77,31.05,"1,140.00",649,0.40%,-14.06%,-34.12%,12.73%,408.37%,1.62,0.46%,22.85%,20.16%,80.66,715.4,873.88,53.33,50.00%,-
Jaro Inst of Tech Mgmt & Research,https://scanx.trade/company/jaro-inst-of-tech-mgmtresearch-ltd,483.65,0.70%,480.3,"1,98,966","1,071.59",28.07,38.29,890,386,3.81%,-22.18%,-35.02%,-35.02%,-35.02%,3.71,0.19%,-,40.90%,-,515.43,-,47.26,-,-
NIIT,https://scanx.trade/company/niit-ltd,78.38,-1.64%,79.85,"2,57,991","1,068.98",47.09,15.49,151.9,71.46,-15.40%,-24.01%,-47.32%,8.92%,73.71%,1.01,1.25%,1.11%,5.47%,3.27,86.65,110.97,43.18,60.23%,100.00%
Zuari Agro Chemicals,https://scanx.trade/company/zuari-agro-chemicals-ltd,254.05,-9.64%,255.4,"8,80,126","1,068.48",1.1,78.98,393.55,169.2,-24.69%,3.19%,25.70%,69.42%,157.01%,0.47,-,26.21%,17.26%,31.68,292.93,267.03,35.29,50.00%,-
STL Networks,https://scanx.trade/company/stl-networks-ltd,21.78,1.16%,21.85,"12,17,464","1,062.69",-14.33,52.74,35.4,18,-4.22%,-18.09%,0.14%,0.14%,0.14%,1.21,-,-,-720.78%,-,21.67,-,57.59,-,-
IZMO,https://scanx.trade/company/izmo-ltd,710.2,-1.09%,724.5,"1,32,962","1,062.00",33.94,52.74,"1,374.70",229.7,-13.37%,-21.41%,67.58%,893.98%,1396.73%,2.82,-,-,14.85%,-,772.91,636.37,52.02,-,-
Creative Newtech,https://scanx.trade/company/creative-peripherals-and-distribution-ltd,706.15,1.63%,692.7,"18,919","1,060.40",17.28,34.45,"1,001.20",594.75,-3.25%,-1.36%,-26.56%,47.39%,578.99%,3.21,0.07%,21.60%,22.93%,36.46,714.09,681.94,52.9,50.00%,-
Vardhman Holdings,https://scanx.trade/company/vardhman-holdings-ltd,"3,330.60",-2.27%,"3,371.10",481,"1,060.40",4.44,3.47,"4,469.00","2,850.00",-7.53%,-9.37%,-10.53%,25.37%,141.07%,0.29,0.15%,-,7.71%,-,"3,496.56","3,795.15",47.24,-,-
Bharat Seats,https://scanx.trade/company/bharat-seats-ltd,168.45,6.51%,158.16,"7,13,626","1,057.87",24.6,173.23,239.45,69.84,-5.15%,-18.13%,99.51%,99.51%,99.51%,4.81,0.70%,-,16.55%,-,165.75,145.07,60.59,-,-
Jindal Poly Inv. & Fin.,https://scanx.trade/company/jindal-poly-investment-and-finance-company-ltd,"1,002.25",-0.57%,"1,005.00","1,668","1,053.56",4.77,3.47,"1,184.90",554.3,-1.96%,2.58%,34.49%,148.98%,3133.06%,0.64,-,21.14%,17.35%,294.94,"1,014.13",923.98,53.89,50.00%,-
Confidence Petroleum,https://scanx.trade/company/confidence-petroleum-india-ltd,31.59,-3.19%,32.51,"3,86,104","1,049.55",11.49,38.29,68.99,29.11,-15.19%,-23.55%,-52.99%,-55.35%,-25.50%,0.79,0.31%,9.87%,10.24%,2.66,34.67,46.45,40.51,50.00%,-
Tribhovandas Bhimji Zaveri,https://scanx.trade/company/tribhovandas-bhimji-zaveri-ltd,157.19,-1.85%,159.75,"1,83,149","1,048.94",7.42,8.17,232.65,147.11,-6.03%,-15.09%,-15.87%,113.28%,107.51%,1.54,1.40%,9.05%,20.30%,9.01,165.25,184.5,44.44,50.00%,-
Safe Enterprises Retail Fixtures,https://scanx.trade/company/safe-enterprises-retail-fixtures-ltd,225,2.41%,220.1,"55,000","1,048.60",26.12,19.48,319,151,-14.74%,15.65%,41.91%,41.91%,41.91%,4.23,-,-,63.39%,-,254.74,-,45.04,-,-
GPT Healthcare,https://scanx.trade/company/gpt-healthcare-ltd,127.75,-0.42%,128.05,"45,482","1,048.25",25.82,-67.01,185,123.32,-9.93%,-14.03%,-23.81%,-36.35%,-36.35%,5.32,2.67%,26.34%,25.61%,5.08,136.38,149.61,36.46,60.00%,-
5Paisa Capital,https://scanx.trade/company/5paisa-capital-ltd,333.9,-2.15%,338.1,"53,843","1,043.18",24.31,3.47,433.7,287.65,-9.22%,8.04%,-13.63%,16.22%,19.96%,1.68,-,9.40%,19.05%,19.22,339.77,361.9,44.29,50.00%,-
Control Print,https://scanx.trade/company/control-print-ltd,651.15,-0.88%,660,"8,384","1,041.46",10.62,9.57,917.5,547,-6.09%,-10.05%,-3.22%,48.95%,167.19%,2.4,1.52%,16.29%,16.37%,32.65,694.14,733.49,43.07,50.00%,-
Avt Natural Products,https://scanx.trade/company/avt-natural-products-ltd,68.29,-0.81%,68,"25,840","1,039.95",16.94,10.45,83.8,51.41,1.16%,-6.20%,-11.35%,-29.89%,46.86%,1.99,1.03%,11.35%,14.00%,3.34,66.43,68.46,58.39,50.00%,-
Vidya Wires,https://scanx.trade/company/vidya-wires-ltd,48.88,0.89%,48,"25,34,240","1,039.64",25.37,-0.1,58.45,42.51,-2.49%,-8.07%,-8.07%,-8.07%,-8.07%,2.34,-,-,35.17%,-,-,-,53.88,-,70.00%
Mamata Machinery,https://scanx.trade/company/mamata-machinery-ltd,420.3,-0.04%,420,"77,585","1,034.27",24.51,24.35,541,311.55,-2.70%,-6.99%,2.10%,-33.29%,-33.29%,5.85,0.12%,-,32.12%,-,411.76,426.09,58.34,50.00%,60.00%
IRM Energy,https://scanx.trade/company/irm-energy-ltd,251.29,0.69%,252.1,"80,773","1,031.79",22.87,38.29,393,229,-12.76%,-19.20%,-17.92%,-46.89%,-46.89%,1.06,0.60%,9.82%,9.01%,19.9,271.45,293.75,46.35,50.00%,-
AYM Syntex,https://scanx.trade/company/aym-syntex-ltd,175.61,-2.91%,176.1,"10,836","1,028.74",725.4,118.54,279.33,141.53,3.17%,2.87%,-24.48%,180.30%,215.28%,1.85,-,-,9.65%,-,161.92,194.71,61.3,-,-
Vasa Denticity,https://scanx.trade/company/vasa-denticity-ltd,592.85,-1.64%,600,"4,000","1,027.81",67.65,34.45,704,533,5.95%,-2.01%,-8.45%,131.40%,131.40%,6.13,-,48.02%,28.10%,9.41,586.31,607.93,49.91,-,-
Stanley Lifestyles,https://scanx.trade/company/stanley-lifestyles-ltd,179.54,0.96%,179,"49,790","1,025.63",30.5,38.29,377.5,170.37,-6.47%,-34.10%,-48.12%,-62.18%,-62.18%,2.19,-,15.63%,8.45%,5.28,201.95,284.85,39.18,60.00%,-
Crest Ventures,https://scanx.trade/company/crest-ventures-ltd,359.7,-0.92%,363.05,"2,375","1,023.35",19.9,3.47,430.1,319.1,-9.59%,-4.87%,-12.65%,104.78%,271.21%,0.82,0.27%,5.47%,9.48%,21.2,375.42,380.69,41.8,50.00%,-
Nelcast,https://scanx.trade/company/nelcast-ltd,117.58,-4.79%,121.49,"1,71,811","1,022.96",29.13,21.9,180.9,78.55,11.28%,3.54%,12.75%,17.93%,63.19%,1.9,0.41%,10.43%,12.57%,4.48,102.67,125.04,68.29,50.00%,-
Monolithisch,https://scanx.trade/company/monolithisch-india-ltd,470.3,-2.27%,483.6,"16,500","1,022.24",53.65,28.75,607.4,219.45,-6.59%,-12.22%,93.46%,93.46%,93.46%,8.98,-,-,55.95%,-,498.59,-,45.3,-,-
Oricon Enterprises,https://scanx.trade/company/oricon-enterprises-ltd,65.01,0.96%,64.5,"1,50,283","1,020.97",42.17,11.76,67.89,35.66,8.35%,12.84%,62.81%,159.52%,176.64%,0.97,0.76%,-,0.64%,-,60.74,52.04,59.8,-,-
Abans Financial Services,https://scanx.trade/company/abans-holdings-ltd,201.32,-0.21%,201.11,"2,654","1,019.86",7.75,3.47,269.5,170,-0.54%,0.03%,13.88%,-15.84%,-7.82%,0.86,-,-,15.84%,-,201.57,212.62,48.54,50.00%,-
Ratnaveer Precision Engineering,https://scanx.trade/company/ratnaveer-precision-engineering-ltd,154.65,-3.04%,162,"8,77,164","1,018.25",18.66,19.48,177,115.99,-0.81%,4.61%,-4.34%,19.56%,19.56%,1.69,-,-,16.62%,-,153.03,150.46,54.08,50.00%,-
Royal Orchid Hotels,https://scanx.trade/company/royal-orchid-hotels-ltd,371.1,0.61%,363.4,"57,769","1,017.75",21.64,225.72,593.4,322.35,-10.39%,-23.05%,2.67%,41.53%,418.66%,4.21,0.68%,23.82%,17.32%,17.36,389.55,423.48,47.46,50.00%,-
Borana Weaves,https://scanx.trade/company/borana-weaves-ltd,381.9,-1.89%,384.8,"24,699","1,017.58",17.86,118.54,404.9,211,25.98%,66.46%,49.68%,49.68%,49.68%,4.24,-,-,42.94%,-,309.15,-,67.43,-,-
SKM Egg Products Export,https://scanx.trade/company/skm-egg-products-export-ltd,192.98,-1.07%,195.07,"1,16,532","1,016.23",13.3,30.92,177.3,166.08,12.18%,12.18%,12.18%,12.18%,12.18%,3.04,0.38%,-,15.43%,-,197.8,162.23,51.57,-,-
Manali Petrochemicals,https://scanx.trade/company/manali-petrochemicals-ltd,59.06,-0.40%,59.4,"1,53,448","1,015.83",9.14,31.05,81.1,49.93,-6.08%,-18.83%,-3.42%,-23.10%,58.76%,0.89,0.84%,4.85%,4.40%,1.69,60.15,64.4,51.43,50.00%,-
Venus Remedies,https://scanx.trade/company/venus-remedies-ltd,758.55,-1.98%,772.85,"11,115","1,013.95",13.41,18.72,839.95,277.95,-2.70%,71.13%,159.11%,400.69%,326.51%,1.72,-,-,12.41%,-,761.54,528.46,49.9,-,-
GKW,https://scanx.trade/company/gkw-ltd,"1,698.90",1.89%,"1,655.10",252,"1,013.65",-34.1,3.47,"2,262.00","1,371.00",-1.40%,-1.24%,-14.55%,217.55%,235.25%,2.6,-,-,4.61%,-,"1,707.83","1,777.79",51.12,-,-
Century Enka,https://scanx.trade/company/century-enka-ltd,459.1,1.13%,457,"10,731","1,003.16",16.92,4.44,617.95,409.5,0.36%,-1.24%,-14.39%,16.24%,86.21%,0.69,2.21%,3.13%,6.18%,24.51,441.36,476.01,62.16,50.00%,-
Quick Heal Technologies,https://scanx.trade/company/quick-heal-technologies-ltd,185.01,-2.26%,190.23,"96,927","1,002.75",178.16,52.74,472,173,-31.33%,-41.90%,-58.62%,17.17%,17.09%,2.29,-,1.52%,0.27%,7.66,249.69,302.4,24.27,59.23%,-
Vascon Engineers,https://scanx.trade/company/vascon-engineers-ltd,43.85,-2.86%,45.02,"3,65,506","1,002.71",7.15,8.7,74.59,31.98,-6.00%,-36.02%,-7.84%,48.39%,177.53%,0.91,-,10.75%,13.91%,3.04,45.46,52.28,49.64,50.00%,-
Solex Energy,https://scanx.trade/company/solex-energy-ltd,926.9,-8.51%,"1,025.00","41,663","1,001.28",25.58,-0.1,"1,985.00",630.9,-29.97%,-47.13%,0.05%,185.95%,2586.67%,6.81,0.05%,-,28.86%,-,"1,291.83","1,336.98",31.55,-,-
Ind Swift Laboratories,https://scanx.trade/company/ind-swift-laboratories-ltd,122.14,1.29%,119.97,"9,24,868",996.8,3.92,16.76,124.5,68.72,33.41%,20.20%,18.23%,88.20%,74.24%,0.75,-,-,21.41%,-,98.89,98.2,71.05,-,-
Steel Exchange India,https://scanx.trade/company/steel-exchange-india-ltd,7.98,-1.48%,8.1,"5,88,807",995.28,31.15,19.48,11.55,7.06,-14.83%,-14.19%,-19.88%,-35.12%,59.60%,1.82,-,-11.38%,12.40%,0.16,8.54,9.21,39.1,11.00%,-
Tamil Nadu Newsprint & Papers,https://scanx.trade/company/tamil-nadu-newsprint-and-papers-ltd,143.11,2.26%,141,"1,25,682",990.47,32.93,220.88,190.77,115.5,-2.07%,-6.43%,-14.21%,-37.64%,12.02%,0.47,2.14%,19.95%,6.52%,30.08,140.35,152.85,57.72,66.39%,-
Gem Aromatics,https://scanx.trade/company/gem-aromatics-ltd,188.92,-1.42%,190,"4,45,926",986.86,34.01,200.88,349.6,133,13.73%,-13.94%,-40.79%,-40.79%,-40.79%,2.21,-,-,23.34%,-,158.98,-,67.01,-,-
New Delhi Television (NDTV),https://scanx.trade/company/new-delhi-television-ltd,87.43,-3.09%,90.5,"2,89,781",986.43,-3.56,17.94,164.4,77.11,-12.81%,-4.55%,-21.95%,-48.23%,171.61%,-14.71,-,-,-50.08%,-,88.07,104.99,50.74,-,-
MIC Electronics,https://scanx.trade/company/mic-electronics-ltd,40.83,-3.15%,42.1,"6,71,053",984.05,108.03,23.21,82.97,33.31,-8.90%,-22.07%,-46.78%,206.99%,174.95%,4.45,-,-,7.50%,-,42.24,52.49,49.78,50.00%,-
Ester Industries,https://scanx.trade/company/ester-industries-ltd,100.56,1.23%,99.48,"65,121",981.33,254.59,11.76,173.01,90,-1.77%,-9.45%,-34.97%,-16.96%,-5.18%,1.22,-,1.57%,7.67%,-,101.35,114.65,59.35,50.00%,-
Oriental Aromatics,https://scanx.trade/company/oriental-aromatics-ltd,291.45,0.64%,289.9,"5,870",980.83,99.59,200.88,432,251,0.52%,-14.17%,-15.21%,-26.43%,-51.43%,1.47,0.17%,1.44%,9.48%,7.76,288,339.92,56.79,50.00%,-
Andhra Sugars,https://scanx.trade/company/andhra-sugars-ltd,72.36,0.96%,72,"6,53,882",980.73,15.23,21.48,91.55,65.1,-4.76%,-5.74%,-19.41%,-43.49%,13.47%,0.59,1.12%,11.64%,2.09%,5.36,73.63,76.71,53.87,68.65%,-
Electrotherm,https://scanx.trade/company/electrotherm-ltd,767.15,-3.69%,796.55,"17,194",977.56,3.63,19.48,"1,280.40",673.35,-11.71%,-25.87%,3.88%,1118.67%,589.26%,-6.61,-,-,201.40%,-,845.49,982.69,37.97,50.00%,-
Gala Precision Engineering,https://scanx.trade/company/gala-precision-engineering-ltd,764.9,-6.93%,831,"1,23,043",975.27,34.66,18.32,"1,120.95",677.75,-2.66%,1.00%,-28.84%,1.02%,1.02%,3.85,-,-,13.91%,-,751.27,809.58,51.31,60.00%,-
IFB Agro Industries,https://scanx.trade/company/ifb-agro-industries-ltd,"1,036.80",-4.99%,"1,065.00","28,972",971.18,21.28,34.89,"1,790.00",440,-34.94%,-28.80%,72.68%,109.16%,125.73%,1.55,-,-,5.81%,-,"1,353.57",967.12,29.55,-,-
Sakar Healthcare,https://scanx.trade/company/sakar-healthcare-ltd,434.75,6.09%,407,"4,68,258",967.31,46.73,16.76,444.3,210.1,6.94%,18.87%,56.05%,85.39%,315.43%,3.01,-,-,8.54%,-,399.71,355.53,64.8,-,-
Jay Bharat Maruti,https://scanx.trade/company/jay-bharat-maruti-ltd,89.21,-1.91%,91.6,"95,998",965.7,14.89,173.23,111.85,55.5,-11.16%,-3.85%,15.32%,48.63%,70.51%,1.64,0.77%,-,7.99%,-,89.46,85.02,50.58,-,-
Prime Securities,https://scanx.trade/company/prime-securities-ltd,284.25,0.78%,280.85,"46,554",963.62,35.19,3.47,325,196.85,3.23%,-6.73%,17.07%,186.40%,580.84%,4.16,0.53%,11.78%,21.20%,6.81,280.94,274,55.74,50.00%,-
Eimco Elecon,https://scanx.trade/company/eimco-elecon-ltd,"1,662.80",-3.61%,"1,755.00","20,391",959.17,25.77,24.35,"3,019.90","1,301.00",2.31%,-4.74%,4.84%,341.00%,367.93%,2.57,0.29%,-,12.52%,-,"1,601.69","1,993.29",52.16,50.00%,-
MIRC Electronics,https://scanx.trade/company/mirc-electronics-ltd,34.2,0.59%,34.01,"10,21,735",959.11,-68.32,10.17,36,10.26,18.63%,27.37%,82.30%,140.17%,235.29%,7.62,-,-,4.38%,-,28.35,22.42,63.88,-,-
SAR Televenture,https://scanx.trade/company/sartele-ltd,203.45,0.84%,203,"90,000",958.4,20.26,17.55,302.95,162,-18.93%,13.03%,-5.53%,84.54%,84.54%,1.17,-,21.81%,6.02%,4.22,226.19,219.22,38.5,-,-
Prostarm Info Systems,https://scanx.trade/company/prostarm-info-systemsltd,162.42,1.58%,160.95,"3,38,376",956.24,38.66,-0.1,253.49,108,-9.70%,-1.06%,28.90%,28.90%,28.90%,3.56,-,-,40.83%,-,169.37,-,53.37,36.00%,-
SRM Contractors,https://scanx.trade/company/srm-contractors-ltd,416.55,-5.61%,444.6,"83,143",955.74,13.97,8.7,649.95,287.05,-21.91%,-28.97%,21.64%,84.31%,84.31%,3.41,-,-,28.20%,-,509.83,487.44,31.62,0.00%,-
